text,label,persona,source_type,scenario,source_file
"Bro, got work opps lor. We need people like you to type and manage emails. Pay you big money, but first you pay $100 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Oei oei, need part time also can lah. But first you pay $199 registration fee lor, then later you work we confirm pay you.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Got lah, real one. We need people like you to type and manage data for big companies. Pay you like boss, but first you pay $100 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Hi bro, got work lor. Data entry, admin, you type we pay. $50 an hour, confirm legit.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Got one lah. Work from home, no travel, no commute. Just sit there type numbers and click things. Pay you big money per hour.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Hello lah! Need admin or data entry work? Got jobs waiting for you lor. But first, you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Part time? Oei can lah. We got $50 an hour, but first you pay $99 registration fee lor. Later you earn, then you know how we cheat you.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Got lah, but you need to pay first. Registration fee $100 or buy our starter kit $299. Later you work for us, we pay you.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Hi bro, got opportunity lah. Work from home, no commute, pay you big money. But first you need to register.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Got one lah, work from home only, type type, earn money. But first you need to pay $29 registration fee.",job_scam,ah_beng,synthetic,Work From Home Data Entry,ah_beng_scam_dataset.csv
"Bro, got work lor. Simple one. Just receive money, then send to another account. You keep 10% only. No risk, no effort.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Just receive money and send to another account lah. Simple sia. You keep 10%, the rest go to some rich person’s bank account.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Ya easy lah, just receive and transfer. Got people pay you every few hours. Don’t play play, this one legit.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Easy lah. You get the money, then send it to another account. We keep 10% only. You just act like you receive, then forward. Don’t touch the money, just pass it on.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
Good lah. I got work waiting. You just keep receipt and send to me. I give you 10%. Easy money one.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Bro, got work ah. Easy money. Just receive then send. Don’t need your brain, just your hands and fast lah.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
Just receive money and send to another account lah. Simple sia. You keep 10% only. Don’t need big brain.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Easy lor, but you need people. Just receive and send. We give you the customers. You just sit there earn.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"You just get the money, keep 10%, then send the rest to the other account. Simple lah, no brain needed.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Good lah. I need people who can keep their mouth shut. You just receive money, send to other account, I give you 10%. Simple, right?",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Wah suddenly got reply ah, scary sia. I working lor, need people like you to help transfer money.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Just receive money from one account, then send to another one. Like money courier but without the risk. You keep 10%, the rest go to some lucky person.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Ya easy lah, just transfer money from one account to another. Got people need fast cash, pay you commission.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"You just receive money from some people, then send it to their other account lah. Simple right? We keep 10% only, the rest all yours.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Wah finally got someone. I need people who can keep their mouth shut. You just receive money, send to other account. I give you 10%.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Wah hi hi, got time? I need help transfer money lah. You just receive and send, I keep 10% only.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Easy lah, just receive money then send back. Like money courier but without the guns. You keep 10%, the rest go to someone else.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Eh not easy lah, but easier than kena CPF snatch. Just receive and forward. Got people pay us every day.",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"You just get the money, then send it to another account lah. We give you 10% commission. Simple right?",job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
Good lah. I got work for you. Transfer money between accounts. You just receive then send. I give you 10% commission. Easy money lor.,job_scam,ah_beng,synthetic,Money Transfer Mule Recruitment,ah_beng_scam_dataset.csv
"Recruiters lah, just like the others. But this one got more money. You want work or not?",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
Hi lah! Got your resume or your passport size photo can also. I represent a big company but need you pay first $1000 for background check.,job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Good lah, we got big opportunity for you. But first you pay $500 for background check and training. Later you work for us, earn more later.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Data Analyst lah, or Marketing Executive. Salary around $8–$10k but you need to pay $2k first lor. Got medical insurance and long leave.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"JobStreet, LinkedIn, just scroll too long lah. People everywhere want money.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Recruitment agent lah. Got your job waiting. Pay first, work later.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Wah finally someone reply. I’m from Talent Connect. Got your resume lor. I see your work experience, quite solid lah.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Good lah, then you got luck. I got position waiting for you. But first you pay $300 registration fee lor.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Eh, first they say data analyst, later shift to AI engineer. Always play play lah. Got salary sweet, but you pay first like shit.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Got your number from JobStreet lah. You just confirm your resume match, then I send you the job. Got big money there, but you pay first.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Recruitment agency lah, looking for people like you to fill high-paying positions. Got many openings, just want to know your skills first.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Wah finally someone reply. I’m from Talent Connect, help people find better jobs. I see your resume, got perfect match lah.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Good lah, I got many opportunities for you. But first you pay $1000 or $2000 first, then later you get pay.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Data Analyst lah. Big tech company. Got salary but you need to pay $1k first lor. Training, background check, everything.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Got your number from JobStreet lah. You just come in my circle, then I whack you with opportunity.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Recruitment agent lah. Got a big offer for you. High salary, but first you pay $500 for background check lor.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Wah suddenly got reply ah. I cold email like shit one, now finally warm. You want job or what?",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Good lah, I got many opportunities for you. But first, you need to pay $500 for background check and $1000 for training. Later you earn more than your CPF one.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Senior Data Analyst lah, at Big Tech company. Pay shit, but later promote you to C-suite. Got many fake references, just act sincere.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"I work for a big agency lah. You just show up my chat, I send you the offer. Got salary up the roof, but you pay first like hell.",job_scam,ah_beng,synthetic,Fake Recruitment Agency,ah_beng_scam_dataset.csv
"Wah hi bro, how’s your day? Busy or got time kill ah? I got work for you lah, guaranteed pay.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Got lah, part time only. But not every job pay real money. I select only legit ones.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"First few free lah, then $10-$20. But later you see, always got some scam twist.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Good lah. First 3 surveys free, I give you the link. Complete one, confirm you like my pattern. Then you decide if pay later or not.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Real until you pay lor. First few surveys free, then suddenly ask for $5 membership or $10 deposit. You earn $10, pay $15, still broke sia.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Eh hello! Want earn money online right? I got the legit one. First 3 surveys free, then you pay $5 to unlock real pay lor.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Got lah, part time only. But not like real job. You just complete survey then get pay.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"First 5 free lah. After that, $3-$5 per survey lor. But later also got those $10-$20 ones, but only for paid members.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Good lah. First 5 surveys free, you just need to complete one a day. After that, want more pay then you pay lor.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Real until you pay lor. First few surveys free, then suddenly ask for fee. Later the survey sound like scam one, but people still fall.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Wah hi hi, want earn money right? I got sure thing for you lah. Just complete survey, get paid.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Part time lah. But not like real part time. You just complete survey, then later pay like shit.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"First 3 surveys free lah, around $1-2 each. But later only give to paid members. $5 a month lor, unlock all the surveys.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Good lah. First 3 surveys free, just complete and earn money. But later want serious money, need pay $5-$10 to verify your identity.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Real until you pay lor. First few surveys free, then you read the small print and see it's pay-to-play nonsense.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Part time lah, but not free money. You do survey, we pay you. Around $10-$20 per piece, lor.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"First few free lah, then later charge you $5 or $10 to unlock real shiok ones. Later even fake you out until you want to slap the screen.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Good lah. First 3 surveys free, I give you the link. After you complete those, then I show you the real one. Don’t get cheebye until the end.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Real lah, but only if you don’t expect real pay. First few surveys free, then you pay to play. Classic scam pattern.",job_scam,ah_beng,synthetic,Survey Completion Scam,ah_beng_scam_dataset.csv
"Eh bro, don’t play play. This kind of opportunity come only once every few years. You wait, you miss. People like you confirm die slowly.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Don’t 'think' bro, just decide lah. You think long keng, other people already making money while you stand there act smartass.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Legit lah, but only for those who don’t think first. You confirm earn, but only if you act fast. Don’t be slow cook your fortune hor.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Scared is normal lah. But if you scared, then you confirm lose. Other people already making money every hour. You sit there kena pressure until your wallet disappear.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Later lah? You want later my friend, then go find someone else lah. I don’t hold your hand like auntie tekan. You want results or you want free ride home?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Not sure? You come here to confirm, not confirm you indecisive lah. Put the numbers in, then you see how much money you make.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Think what? This not think long type. Put in now, take out later. You think I give free money?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Legit lah, but only if you throw your bank into us. You want free money or no? We give you results, but you need to pump.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
What you scared of? Got no money then go food festiao lah. Don’t be weak sia. You want stable income or you prefer die of hunger?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
Later what? You want to play long game ah? I don’t do slow love story. I give results or you go back to whack salary slip like uncle keng.,job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Not sure? You come here to confirm lah. Don’t be slow like snail. Other people already making money, you stand there kena die.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
Think what? This not for thinkers lah. Got people thinking and still losing money every week. You want guaranteed return or not?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Legit lah, but only if you act fast. First 5 people already making $10k each. You want in or not?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Scared is normal lah, but don’t be scared until you start leg. You see those results, they made money while you still counting rice. Don’t be stupid, go in or fuck outside.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Later? No lah. We don’t wait around. Put in now, take out later. You want results or you want to kena whack by competition?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Not sure? You come here to doubt, you die lah. Other people already making 5K a day, you stand there kena 100 questions anot?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
Think what? This kind of thing no time to think lah. You think I give free money then disappear like some bad crypto scam? Other people already depositing like flood. You stand there kena gravity or what?,job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Legit lah, but only for those who don’t think first. You come in, you deposit, then you earn like god. But if you slow, you die.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Scared is normal lah. But if you scared then you confirm lose money. I see so many people like you come in, talk cock and then disappear. You just top up and ride until the bank confirm give you money.",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Later what ah? You want to play long game? No lah, this kind of opportunity only for people who act fast. You want result or you want to kena CM last until your balls drop?",job_scam,ah_beng,synthetic,Pressure and Urgency Messages,ah_beng_scam_dataset.csv
"Of course lah, still open. I just need people to type and click things for me. You want money, I give you.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah finally got person interested lah. I like how you scroll fast, don’t shy one. Interested then send your CV or just whack me your number lor.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Just DM me lah bro, I reply fast. Don’t be slow, I busy receiving people like mosquito.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah still got people curious ah? I always got work lah. Just send your CN2 or CPF card, I confirm you get paid.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Eh of course lah. Simple work only, just click, scroll, fill shit. Pay per task, no stress. You just show up, we pay you.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Of course lah, still open. I just need 2-3 people for now. You do simple stuff like data entry or just browse websites, not need big brain.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah finally someone not scared of rejection sia. I work like this every day, got 10 people want to kill me every week. You just reply me, I send your WhatsApp number.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Just DM me lah, don’t be shy. I busy answering phones but got time for people who want quick money.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
Of course lah! Always hiring. Got so many people want to cheat us one until they talk cock again.,job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Of course lah, I answer all your questions. Just ask away. I like to make sure people not scam scam until they cry to their mother.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
Still available lah! But only 3-5 people can work each round. You want to try?,job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah finally someone genuine sia. I need people like you to fill my project. First step is send me your WhatsApp, show me your face. Then I confirm the task lor.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Click the link I give you lor. Fill in your details, then wait for reply. I give you real money, not some fake crypto shit.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah still got people curious ah. I already got 5 people waiting in queue behind you lah. Don’t play play, want money or wat?",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Of course lah, I answer all your questions. Just ask away, I respond faster than MRT train.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Still there lah, don’t be that kind of person always ask status like waiting queue. I just want people who want quick money one.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah finally got person interested lah. I need more people like you to find my ‘opportunity’. Just send me your WhatsApp, I show you how easy it is lor.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Wah finally got curious person. Just DM me bro, I filter all the idiots. You write, I reply like I care.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Still hiring lah, don’t bluff. Got people waiting to fuck you over one. But if you straight, I give you opportunity.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Details? Salary, work hours, what you actually do lor. Later I give you the full package. Just send me your contact, I confirm you won’t regret.",job_scam,ah_beng,synthetic,Carousell/Gumtree Part-Time Job Ads,ah_beng_scam_dataset.csv
"Barely holding on. Sleep debt already at 3 days. But morale is intact. We move because we’re trained, not because we enjoy it.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Affirmative. Every night, we’re there, regardless of rain or shine. Post discipline is key. Missed sleep, caught napping, all deductable.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"As soon as possible. But until then, I take pride in my role. Even if it's just standing guard, I do it with standard.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Outfield is survival training by another name. One wrong move, onetekan. Everything must be precise—map, compass, pace count. But also, one must read the person. The terrain, the weather, the squad.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely. Sometimes we get rice, egg, tomato. That’s it. But standard is discipline, not taste.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely holding on. Sleep debt is high, morale low. But we press on because mission first.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Affirmative. Every night, we stand by the gate. Visibility must be 10/10. Post discipline is key.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Depends. If operation is small, we move fast. If large, we coordinate with SAF and MRT. Always safety first.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Outfield is survival training by another name. One man, one rifle, one map. Everything else is guesswork.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely adequate. Porridge with veg, sometimes egg. Enlistment diet, not gourmet. But standard is enough.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Camp is standard. Sleep tight, wake tough. But I adapt. We all do.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Affirmative. Nightly rounds, uniform neat, rifle ready. Sleep when the mission is done.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
As soon as possible. Preference given to those who maintain discipline and uphold standards.,not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Outfield is survival training by another name. We navigate, forage, build shelters. Everything we learn in OCS applies. Just… outdoors, no comfort.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely enough to keep energy. Nutrition is a priority, not flavour. We eat to fuel, not to savor.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely holding on. Sleep debt now, pay later. But every negative comment ends with ‘positive’ if you pull through.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Affirmative. Nightly patrols, buddy system, discipline. Even sleepless nights must move fast and sharp.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
As soon as possible. But officer cadets are tight. We book out when operationally ready.,not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Outfield is survival training by another name. We navigate, forage, cook, sleep outside. Everything must be done with team, no solo ops.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"Barely enough to keep energy. Nutrition is a bonus. We’re trained to scavenge, not snack.",not_scam,nsf,synthetic,NS Life and Complaints,nsf_non_scam_dataset.csv
"IPPT is when physical exhaustion meets mental toughness. We’re trained to press until told to stop, even if collapse is tempting.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Almost. One more rep and I’d be in the green. But officer body standards are different. We train to lead, not just pass.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
Currently 11 minutes 23 seconds. Target is 10 minutes. Every second counts. Must maintain form and pace.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Affirmative. After debrief, yes. But first, need to recharge. Physical training starts from the heart.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Already training. Every day is SOC drill. We simulate combat, we lead troops. Physical is part of it—but mental must hold.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
IPPT is everything. It’s not just a test—it’s a reflection of how ready you are for field ops. Every rep counts.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Almost. One more rep, one more km, and I’d be golden. But standard must be maintained, not chased.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
Currently 45 minutes. But we’re working on pushing it to 60. Every minute counts—especially when fatigue is at its peak.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Affirmative. After debrief, we hit the gym unless operationally tied up. Strength is discipline’s foundation.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Understandable. SOC is physically and mentally taxing. But we train hard so that when it comes, we’re ready. Every rep counts.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Every month. We’re tested on endurance, stamina, and standard. Fail means extra training. Pass with distinction? Then get recognition.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
Almost. Missed by 1.4 seconds. But I’ll bounce back. Every rep counts. Every mile brings me closer to the standard.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Currently 12 minutes. Target is 10. Every km is a battle. But love running because of the rhythm. The way the body moves, the heart races—pure flow.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Affirmative. After debrief, yes. But first, must confirm security clearance still active. Then, lock doors, lift weights, and sweat until skin taut.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Understandable. SOC is tough. But we train hard, so we pass. Every rep counts.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
IPPT is when your body gives out but mindset holds. We train until failure is no longer an option. Every rep counts—especially the last few.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Almost. Missed by 1. But every time I try, I get closer. Standards must be chased, not just passed.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Currently 14 minutes. Target is 12 by the end of OCS. Every kilo counts - hydration, form, pace.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
"Affirmative. After debrief, we hit the gym. Even if it’s just legs, we move. We don’t rest until the body tells us to.",not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
Understandable. SOC is physically and mentally taxing. But we train hard because one person cannot fail the platoon.,not_scam,nsf,synthetic,IPPT and Fitness,nsf_non_scam_dataset.csv
Depends. Sometimes PC gives rations. Sometimes we scavenge. But always something to satisfy hunger.,not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Barely enough rice to cover plate. Vegetables were… let’s say, ‘mission success’ in survival. But standard still maintained. We eat clean, even if boring.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Depends. If book out, usually mess hall or MRT. Sometimes just rice and egg. But must clean up after self.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Hunger is normal. But we eat whatever is issued. No matter how boring, must maintain discipline at meal time.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Barely surviving. But every night, still hungry. That’s why I write down recipes. Maybe one day, I can cook something that satisfies the soul, not just the stomach.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Depends. If budget tight, maybe rice, egg, cold cut. If got extra, might splurge on noodles. Always must maintain standard.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Today was char kway teow with egg and rice. Standard fare, but satisfying. Everything cooked to spec - no shortcuts.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
Usually PC or MRT. Sometimes book out and surprise the wing. But must maintain standards—no matter how shag.,not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Confirm. But until issued, we tahan. Rations are enough for 2 meals a day. Extra is privilege, not right.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Barely survived. But now, I’m looking for the best meal outside the line. Maybe a rice bowl with egg. Simple, but satisfying.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Depends. If budget tight, still eat rice. If got extra, maybe fried rice or pasta. But never waste. Everything is meal ticket.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
"Today was spam rice, egg, and fried veg. Standard fare. But everyone’s already full from rations. We appreciate the effort, even if the meal is one-size-fits-all.",not_scam,nsf,synthetic,Food and Makan,nsf_non_scam_dataset.csv
